Protein	Pool_01	Pool_02	Pool_03	Pool2_01	Pool_04	Pool_05	Pool_06	Y_1011	Y_1019	Y_1028	Y_1123	Y_1036	Y_1042	Y_1068	Y_1035	Y_1048	Y_1058	Y_1098	Y_1034	Y_1055	Y_1064	Y_1006	Y_1007	Y_1027	Y_1121	M_2044	M_1024B2	M_2107	M_2113	M_2095	M_3062	M_2112	M_2025	M_2066	M_2071	M_3020	M_3099	M_5080	M_1026B2	M_2094	M_5050	M_1002B2	M_1016B2	O_4041	O_1004B2	O_1006B2	O_4017	O_4031	O_4032	O_4033	O_5085	O_5102	O_4024	O_4093	O_5079	O_1008B2	O_1028B2	O_4127	O_5040	O_5119	O_4129	O_5015	O_5047	O_5070	O_5082	VO_6115	VO_1012B2	VO_6111	VO_1001B2	VO_1015B2	VO_7057	VO_1009B2	VO_1023B2	VO_1025B2	C_7078	C_7092	C_7128	C_7076	C_7106	C_1003B2	C_7081	C_7116	C_7126	C_7130	C_8039	C_7023	C_7030	C_7067	C_7125	C_9038	C_1005B2	C_6108	C_1027B2
sp|Q6UY14|ATL4_HUMAN	22.9672445536853	22.9086824654486	23.0043679975192	22.6843769380644	23.2592456909925	23.2100434942406	23.2729566740375	22.7261738256627	23.2255381332406	23.4342772100534	23.091684797531	23.0401657484272	23.3308325924123	22.7129068518859	23.1271210358845	23.3296524864413	22.554643456599	23.1383338576202	23.3730323505412	23.2455761629143	23.2264433670056	22.5921315577603	22.8128626013767	23.4364646420886	20.9865761752529	23.0799643646811	22.5586104010713	23.4642780294226	23.4632452589664	23.689873775687	22.1211506184593	22.689749513488	22.832167914602	23.4644061335301	21.699628675837	20.2262668149449	22.9892069491914	23.6040578657377	22.322157748956	23.3013572938314	23.8866423840579	22.757042819601	22.4871643639691	22.9423623676703	23.1093037083304	23.7307859784843	22.9884080170323	23.5620063645745	22.8625024800512	23.5026152215724	23.3717082865518	23.0810864975698	23.7593700543466	23.4807132704839	23.6977975233669	24.2344200045712	22.3195738019586	23.5618071975211	23.5826811443065	23.1212378301984	24.5033391325843	23.2094901267219	23.7227478263448	23.1314235314014	23.0725744543313	21.012722760598	23.2750108647113	23.1081167608191	22.8730403455951	22.2017931147451	23.1681484071035	21.096979632901	21.9175916031946	23.0293065352878	23.6774647050139	22.8326677320349	22.87590649828	22.7691018588389	23.6628842318929	24.3483188458167	23.4705607076226	23.7833334372262	23.301522959971	22.1516335870699	23.1286885972934	20.2616903263681	21.7647491504397	22.8384197943768	23.0126011031499	22.849829325845	23.8999948239827	23.5681282494545	23.166142577159
sp|A0A075B6J9|LV218_HUMAN	25.2752651623247	25.4479897625589	25.6842698194315	25.6849877089745	25.4537633737848	25.5123511847263	25.8358078614776	24.7536152737542	23.4076479914205	25.8073136315114	26.3183493501769	25.5905984333106	25.5622423029273	25.4019030271344	27.3557823887935	25.669773800898	26.5666605351687	23.5989002216954	26.3284261774835	26.6160972278637	26.554257796509	26.4447288154935	27.8402622232838	26.1285717656753	25.595161870033	23.7757955716691	25.6794828827446	25.7203209077644	26.5639096327578	25.937132476342	22.7733289821189	26.4437462802179	27.1184306920922	24.9028544144115	25.6387670389582	25.790536130062	23.2818240637661	26.1684468873744	26.1499111746757	25.8773028041002	26.254656107151	26.6997393198648	27.0854604097384	25.7391929830315	27.7468458023778	23.8539194054895	26.1057053833596	24.5429504478755	26.2510884384625	25.4532841966961	25.5208832671728	26.0952672770399	26.1829047543978	27.0339019603569	24.7817106112986	25.2506518211575	25.9800592507462	25.6806591757062	26.2032228043523	24.927714305256	23.3293806702375	25.845828719927	26.0756662734234	25.68685206405	30.4932036109701	26.230489903874	25.0213726913271	26.4287723744326	26.2305969160007	26.672938204842	24.5339140213803	25.5329440854006	26.9299007123822	26.2233450665761	26.2378570100337	24.0080372608862	24.8677229571548	25.6720258515	24.6882450433684	24.646853396173	26.4528513071538	25.9009566206579	25.4743495973902	25.0730293818909	25.5295001085128	23.4283031264444	25.9545656333355	24.9100533417734	23.9524310699606	25.8150646282622	24.6957574582686	25.9410772993447	27.9398220937581
sp|P0DJI9|SAA2_HUMAN	24.2220479872824	24.3958878229413	24.5107193607063	22.9931510773899	24.4086711330723	24.5853565792526	24.6779682022783	22.0278011543172	23.1501977187773	23.6855351534258	23.6250820883834	21.9979818152312	21.9591616197653	24.4156512631293	26.6301490622993	23.7342810233954	23.9169182702079	22.3320378302873	22.7239403240787	21.9110911861925	21.8692694437998	22.164544013957	23.5677116683787	23.4759388859019	21.5595932229612	22.9524543826129	23.3378539045659	23.8912228571921	24.8793741552627	22.8698887491015	23.6123028157598	22.9480648906781	22.6763462021535	24.9629252141704	25.4148147179049	23.3729664623616	22.9336487490997	21.6367008908789	22.3266635146912	24.6388656648898	23.6807854230532	22.7869996891701	24.2640089425186	22.0718903289277	23.7990156206009	29.0103471305733	21.7054411502927	23.2995781003494	24.4979936643103	22.0208359480192	20.935654761321	23.0561741076048	21.0917947202956	23.2542019468727	24.6276832349201	25.6316815775731	24.5052427399065	23.2484256031978	21.6713012808565	21.7873169368129	26.5489276636626	31.4199968754112	22.7765227139468	22.925659772196	26.0576255074174	21.7103192495832	30.2459703475329	22.6333082641819	24.6504883934813	21.772349748421	27.9435654885094	21.3886024506804	24.7221957226274	25.174010002399	21.7941434191001	23.5563726191651	24.1597657357044	22.7635692297868	23.1481299673548	26.6133291440483	23.2485568102642	24.6274144710114	26.9357300970062	21.6028192130521	24.9285164314003	24.0846826892825	22.5838472488359	22.5166732194811	23.7043555518998	24.0503269197362	25.6335810015771	23.6710936415982	23.4399326891349
sp|P22891|PROZ_HUMAN	24.1121498068176	24.1836248159816	24.0136098432824	24.2032489534989	24.0433251440618	24.303403516593	24.117973427561	24.9433725832711	24.5499679596129	24.72806983666	25.2869739228143	24.4081773510377	23.5277636292473	24.5412236703579	24.5569969671135	24.7098188527598	25.2577281106921	23.9146321894539	24.5544149718952	25.2588971374317	25.5184456196562	25.3868127628884	23.4199116381091	24.1075534408867	22.76628254004	23.1940498174121	24.8845095104536	25.454493128415	23.36553552909	24.5816178155214	23.8944063144497	24.5047425169215	24.8904637511065	22.9101992232752	24.7609029151499	24.2879864562455	25.5696814020356	24.5814910600187	24.9621944733414	24.9609264428978	24.5947159141108	24.8805729385514	24.836442500845	24.950508985449	23.7099690861972	22.9793275170211	24.9653229403513	24.390485354209	24.4342200243258	24.9358831724916	24.7058912128105	24.6159386456872	25.1536553444855	25.7609696909584	24.6868759929668	25.0178146937322	25.3401138105372	23.0348469845141	25.4436931671939	23.8287711547859	25.1867069995413	24.2752981513837	25.3196098466911	23.0227708376622	25.288411579305	23.6839306389235	25.2480642316413	21.6418335826906	24.0301554293568	23.711213264481	23.69656264721	23.9782586744742	24.7647920353667	25.0683454163493	24.861157054359	25.0019565628822	25.7482708418192	24.2678968653689	24.9329480278557	24.509549731825	25.0899104977826	22.799016101133	24.4301618499931	24.6955949939915	22.9570333266616	24.2485498170041	24.2970591675707	23.7408826600041	23.9312225588691	23.2588462600263	23.5626304609843	23.1675434658959	23.8301242559652
sp|Q15166|PON3_HUMAN	27.3504393696367	27.3773493062255	27.6132114438018	27.6796639448518	28.0298897235477	27.339677682216	27.633034277963	27.4642186270004	27.1354258858016	28.0126367424706	28.0946827246772	27.8037054181026	27.9933372564828	27.9289317187404	27.3089988667659	28.2209452716384	28.2902490454292	28.0399770750101	26.9912066934716	27.7010184839919	27.4823547266685	27.5099100678715	27.895878463628	27.8376297524033	27.4476188381471	27.7855941769779	28.0210890801522	28.1341866136505	27.7884464871413	26.9252359383806	28.4488372119864	27.2353383816822	27.7771531316429	27.6490284275662	27.8330966699694	27.5171730238228	27.5242031521976	27.1604096811757	27.040270826093	26.7772000641716	26.795608098204	28.2044969013314	27.9214392703696	27.6443725755083	27.6314365964629	26.7671350338316	28.0125624947362	27.2817487358526	26.789957923665	27.6078166651414	27.2904805159993	28.105641472741	27.2378794320107	27.9081138490291	27.7146690450409	27.7501293614116	27.1883859909586	27.3040747651985	26.5466928025774	27.3712242946947	27.0174530501446	27.3275836470541	27.9751056327526	27.7269371087258	26.7141076081065	27.3146518256928	26.8186653162936	28.2450576264955	27.4305437317349	27.877929322009	26.877345417493	28.2357132515279	27.6444595625973	26.8473030879699	27.402131770675	27.8308794360613	27.9441169531548	27.5052152102137	27.2434531078384	26.1250133350203	26.887581609751	27.1054731386002	27.0286709768288	27.5434524624495	27.5560162168907	27.004912617811	27.5169094139337	27.9882270744214	27.5260029276696	27.4851049614155	26.5197515537886	26.2138859949276	27.5938886665795
sp|A0A075B6K4|LV310_HUMAN	25.5459631353343	26.1711183878058	26.3673668859445	25.0223579329662	26.0761586814204	26.1558315135135	26.8199314874852	24.6457219882747	25.237334586732	25.2896551649153	24.1042666103261	25.6268122046894	24.381705312334	24.5938842886365	24.6166743212408	25.4902726298741	21.5038732033984	24.9517046810609	23.2063020387549	25.4820884998133	21.5028851637373	25.3030613941648	24.4574224657173	25.7236923094458	25.4691195416352	27.649184614921	25.2270215607613	22.0344367008313	25.510990211981	24.8767826365904	26.1685268902464	25.3198624526735	21.3884787570061	23.067725756511	24.5642934864096	23.3764235764801	24.5501022791498	24.3918107581998	24.2754076747063	25.0954978212058	24.3654198069308	24.0801652515491	25.2084891178398	25.2488621474909	24.1636844321329	24.9776376345599	25.3480034828735	25.5275042212998	24.941066038658	25.1251741180187	24.3491024273422	25.7286883022575	20.6721921615112	26.6465118831189	22.6242823314283	24.934805618042	24.1290896688263	24.2476110014376	25.1305682260539	25.4183729280284	23.0149821506894	23.8499129361151	21.6412358080331	23.7673597547736	25.5807512643608	24.4762629458027	25.7659429016022	25.3186060539661	24.6990494168412	23.9243146471611	29.4563568495598	24.3759184654285	24.0315886486277	26.1780468371745	24.4890227760093	24.6650057093979	23.2597858311741	25.438403602386	24.3396865575729	26.0773093559107	26.057254869399	26.1264361041031	24.7605891923881	25.1380980052448	26.1648856232784	23.8694056491429	25.0498603650501	24.5411445522274	25.1831455606607	25.6109024880514	26.3129125166436	25.2463367460411	23.112848152323
sp|P01040|CYTA_HUMAN	18.1995317513487	19.3209752054882	20.0652337672137	19.8666997409122	19.4228018937865	18.560001330688	19.0665196977877	19.0623964577718	19.9112435858624	18.8128141171795	19.2085754376104	21.1990654438101	20.03623823256	19.068663655125	26.016022856265	19.1962182724588	19.3898952515577	20.415158863747	21.2055143033265	20.4651802036604	19.5665453719261	19.5761201219856	18.0261595354278	20.6389581233376	18.958662689762	19.9016197626813	20.4925193775342	18.5084598626334	19.0683101787111	20.3869830207625	21.5133819072425	18.9582492136047	20.2188996175693	21.1187018495587	19.7619705228245	19.8451151473668	20.0785224537485	23.1370955677566	19.5321678777118	19.8555884687763	19.1918872684739	19.6314219139442	19.3395548158946	18.8981229203951	20.7248555368043	19.8257771478101	18.9940208058722	20.0939133908774	18.4063339637784	18.9519475115515	19.5135241342641	19.1861759018084	23.5265399601395	21.947769028265	21.1329681171155	18.1262643951241	21.3687378118226	21.4523438274869	19.446750355201	20.042152458521	18.1278947183176	19.8130932982279	20.2714681457841	19.0730616073985	19.3619584752292	20.6333144093616	19.652404658553	22.017899999206	20.2695118305185	20.0004790383065	17.9726967919041	18.5491649237671	19.0057057630972	21.006468989431	18.7625838532914	19.4117202915196	19.229995228631	19.0650511292947	22.4096275423454	18.1998794000802	19.5568607786797	19.4114940189655	21.0484232319358	18.2304956492273	18.5808519687674	19.4388387719513	20.3293864603893	19.5778597416189	19.0450718767865	20.2643734131783	19.9664628430262	16.7567587911159	21.0518981724688
sp|P15144|AMPN_HUMAN	19.0930444798511	20.0862529342428	20.2109003757878	19.9593637258401	19.8720247996175	19.3320720461655	19.2788255155048	19.355818628246	18.6371953045872	19.8064517716343	19.663954785022	20.4937678295427	20.9723284513866	20.5995443836555	19.153000711829	20.7241709464274	20.2466981044189	20.0755279592843	20.1188058922345	19.5114628627874	20.3796469717805	19.4849231633107	19.5102196323076	19.9333542715582	19.9782617712379	20.0261603181397	20.670598150483	20.409779978887	19.542726516102	19.382571716664	19.0172312382924	21.0969283716283	19.0464746437937	19.9026570740334	21.2648887612472	21.1980064111174	21.0779065324857	19.3602371892356	19.3097365985703	19.1468752077487	20.3709266216619	20.3346691123634	19.6489731076029	19.2334684705557	19.8757531422019	19.9242375063373	19.9317689483157	20.1290466825703	20.3692024810906	19.9068608971967	19.7923040942972	19.668649635134	20.0743501317375	19.7259271889769	20.2385535174986	19.9570671354785	19.2907732790211	18.8237888867989	20.9410707625186	19.8939264805267	19.1895235997002	19.3662760937381	20.7180303624507	20.5718460064788	18.6158259529559	20.451024964169	17.6605964437632	19.2269101600661	19.5000450357632	19.7107413189645	19.2148088053575	18.6839252219639	18.9232708147862	18.88383550452	20.2908020481663	19.1207428375311	19.7305730674904	18.5434485282423	18.3222922373611	19.2511675905419	19.5388573675119	20.3944253949562	18.7873118610591	18.6422978808819	19.8741180712981	18.2670863865573	18.9159194197886	19.7000990476127	19.3204247299374	20.1585467912254	19.3336848798644	19.6362885380272	18.7086590645303
sp|P08253|MMP2_HUMAN	20.9983132399243	20.9667112474508	20.8522691106924	21.0577550964814	20.8329244168267	20.5319753297322	21.154829585766	20.7769785056983	21.19212292178	20.0917736686377	21.0705404753375	20.6365537622746	20.8344774530323	20.3343430502312	21.0678330253773	20.9856970207758	20.749484054513	21.0669609877373	21.7972695778511	20.8848800331656	21.1793856466135	21.0088082643951	20.6664188740736	20.6367896450518	20.0682406587986	21.5662338243356	20.1663294177566	21.3081154810625	21.4587333265819	21.5292271405263	21.9442715716008	20.4464030900949	20.1199765456592	20.8311790321538	19.3003164811347	19.4805682798582	20.850859102345	21.908668986532	20.2429871380424	21.1550118715418	20.630054461504	20.4920368834772	20.5659287274425	20.6168283496208	20.6122520903222	19.8591588377657	20.4180758430378	21.1203675917613	21.7507061678213	21.5740354700665	21.5610824090798	20.9251694473899	21.0518081652539	20.975039818138	21.2625273678262	20.4859736947962	21.1167101467079	21.122551701096	21.3369621615585	21.4318090088871	21.5733493724556	20.7036943527275	21.4812716016173	20.2720893520606	21.9083477247519	19.2672714687929	20.094548646269	21.2240024255502	21.7438437491698	21.4116097716493	21.6425251067438	19.3803226503168	18.7134384614121	20.2347617765776	22.3474263413435	21.7148208804498	21.1743720279504	21.6772944043627	21.8036599867934	21.7359730650006	21.183046052993	22.2300030480349	20.9091116258738	20.392186245869	21.5972756773685	20.5668287896288	21.6627458620424	21.4908193375976	21.6972133770264	20.7179805478334	20.6854217970349	21.7149800114654	21.3666607058493
sp|P02765|FETUA_HUMAN	30.7796816690302	30.778695330958	31.3524868807739	30.3762135416088	31.0329191763342	31.3082707954286	31.1847872364247	31.1633726644968	31.9083952640838	32.0275418275055	31.381473161378	31.3810250794503	32.1136074742912	30.9128485786266	30.5188087243641	31.7394186980934	31.4786510756884	31.7602332652571	31.5590179743173	32.1898422943819	31.1391777414044	31.1947073143345	31.2233921684959	30.9635499569019	31.2506734991377	31.2427337406428	31.6383417756561	31.5396349845079	31.3562149342715	31.1565723617801	31.1064132781805	31.5181271085863	31.054492080003	31.8700923539385	29.7531026890705	29.4909116111904	32.4560776766085	31.5499775829768	31.727824189518	31.1751522280703	32.0222625019853	31.4488577799509	31.8609099130622	31.2486948224796	31.7158439777875	31.2939378599309	31.4400767876266	31.1825097990544	30.7155740409843	30.7329200946097	30.9076396558059	30.9750762102983	32.0919532948395	31.6151041837382	31.6917237733914	31.5408631353943	31.9039724209206	31.3187338759852	31.6288603354903	31.6232941509535	31.5063321217811	31.0445555519155	31.4298237397378	31.4331547564845	31.3811422446654	28.5322463792791	31.6367911900725	30.8293178204325	30.8819991981969	31.1889147809365	30.7840856017977	29.6711063263302	30.2504246912388	31.5303917518082	31.4749023243419	31.3755049540176	31.4446914220978	31.4699315421383	31.9268310420438	31.5304827821255	31.5895372629023	30.8232987698321	30.9398684071311	30.4797856607911	30.9779514629404	30.1990534780915	30.2618334095201	30.6344537783772	30.3846013782182	30.9551109206044	31.7078802084861	30.93913880488	31.7001520084346
sp|P01871|IGHM_HUMAN	31.6868739669808	31.7423232890769	31.4788108756888	31.4215873510463	31.6385866530559	31.5350333586608	31.2915463268818	31.23469082142	32.6893947933819	33.356113628021	32.6844557161854	31.9050343012345	32.2254576688316	32.4129217835198	32.3302312801322	32.5854303036165	33.1605351413386	32.4027284729581	33.5393509252993	32.9235760819086	32.1964553805218	33.5455987748534	32.5110096726084	32.675129550266	31.5308703313562	32.8166906763827	31.7748766577916	31.581328234726	31.2220906558069	33.1312194657542	31.8899203806466	31.6888626632727	32.9372115151244	31.7626035141876	31.5364500279162	32.8503459390962	31.6476815925958	31.0813158570676	31.5483761866056	32.6994947342673	32.1310873329597	31.8643831669524	30.2504112350407	30.8569385191544	32.602554575087	31.4305733366571	30.9802498938238	30.656116537616	31.9730299199513	31.5754127117989	31.4417058217233	30.6627792964442	33.0530278417216	32.774935208427	31.021767494538	31.3632886272163	30.7771897689057	32.2708637683756	32.2220735009569	32.1425639875628	31.2634156668931	32.0469284613671	32.2558047025327	32.1684660462174	33.0657681187194	33.0435053827883	34.4097360565087	30.8623496172507	30.785834003194	31.5941957503111	30.9909371369993	32.5913223450119	31.1565702419846	32.3794083154292	31.2655241078498	32.7142365867762	29.7890964996996	30.9456105400245	31.1936568249754	31.1009962302493	31.9362970016643	29.42441325082	30.8747640690926	31.042530078354	31.7196047882434	31.087671658652	31.7999980663247	31.1964422188128	30.7669973555515	30.824254784449	30.6864754042442	32.7544696610932	31.3341054401105
sp|P01861|IGHG4_HUMAN	30.4475961013332	30.4380573004613	30.1064080300701	30.3003420747205	29.6001713385	29.8407463590131	30.0249358695551	29.5761552579636	28.2325338681688	27.24298159785	27.1476787255278	28.4677409650671	30.3988699897948	29.9184091024822	30.007306638345	28.7233691053258	30.0188094822372	32.0874605275018	29.3996835817473	30.5877920557644	27.1897244763243	29.1016302171388	27.0746693363629	27.1843555803139	29.6445901070858	30.6992151053721	30.6944808670365	29.9451731069034	29.3791153825206	26.18308508164	28.4795815183841	29.5141997051924	27.0150480853582	30.2915309088	29.8086853399033	29.4501395076054	27.6954723769726	30.1699537996964	28.6415820417851	28.2102257965369	29.7641246318983	29.8702752641967	28.3678084601651	28.5361069486958	27.2642785085778	29.2701328198682	30.6286847396921	26.9216737396289	29.7083365924437	26.7792935035573	28.4516444103266	30.4272582516145	27.3866410721995	29.63297386301	27.9930379642275	30.6780473199821	29.9391796326207	28.4677142551556	29.2875020195372	28.9204778526417	30.6275387313672	30.6366248811077	28.1992781918804	28.1530123441786	30.145681562187	29.4711791764402	31.2474047940665	29.4342517793605	29.763180951297	29.6970996920539	28.2616158803347	30.6848009021428	30.042860996054	28.2509789732662	30.2660059250389	29.0399201119344	30.6847847832787	31.3441351315953	29.2004919611488	27.3917556839417	27.9205800208478	27.5315427827442	28.4247610077126	30.2514810572224	28.7321609134049	33.0897323407946	29.891780454957	28.5257377820216	30.0710993021451	28.5377873921005	27.8248231926891	28.7674244229944	29.8648925602306
sp|P80188|NGAL_HUMAN	15.2298472157442	16.7620410702609	17.1924426797569	20.7995133135168	15.2240716603112	15.977235244209	15.1293340027119	15.1726922226552	NA	NA	NA	NA	16.4366402107014	15.5767807949715	21.6509671881295	15.8007444456122	NA	NA	NA	NA	16.3522045474074	16.0554981662827	NA	NA	NA	15.7400773447103	NA	NA	NA	14.6794666223011	NA	NA	16.3149644971441	NA	14.665789491963	15.2316895390287	NA	14.2549572794954	16.7232978170796	17.102240992709	NA	14.6614833784834	14.8879771161772	NA	14.2319493117303	NA	17.1205843634855	16.5584288924003	13.5485307119416	24.3415792189201	16.0690498978654	15.1536699858231	NA	NA	15.9486895344376	NA	NA	14.6578994071187	NA	14.5372928223521	NA	14.3258262840301	NA	15.0554812076521	NA	14.9881531017753	17.089094083965	NA	15.7293578285416	15.1081568777959	18.1742399774659	15.4197095028233	17.2896374134759	13.4717936242042	17.3721476336852	NA	16.8529625174343	14.5917954102043	14.7938933121625	19.0672754230037	18.3729579375862	18.0534128399859	18.4936614550514	16.6001682331996	17.6954842032626	17.098125788069	NA	15.5604003606211	16.0892691163479	16.2991882987718	17.4352613042313	17.3441454768648	13.3433970712585
sp|P02730|B3AT_HUMAN	19.9817628468704	19.601558756936	18.9771562576818	19.0699445645879	19.8596232305287	19.7871326936893	20.4265400071549	20.8454860483229	20.3432325383019	19.4121260414877	20.0468336666485	20.0564144997439	18.1694908887296	20.8104407225387	20.0405458507265	18.9185106188866	20.5870225545918	19.9902714051983	18.4619677337819	20.9091808747761	20.2117102805816	19.7304352320667	20.2637413505886	19.589103634712	21.6637330913586	20.0658244462926	21.0589878347248	20.360772639054	19.9990190292983	20.1164264864357	19.309150345686	17.5076179445105	19.3900839065169	19.187948819546	16.9115932332238	16.2002890821066	20.8559659644016	19.6547086033382	20.7027245312048	17.6567167686922	19.8394972452235	20.8072845546832	20.3460478381341	19.3142385804059	20.4717720573715	20.5032809837931	20.2721392818023	19.1500679090578	18.6036530559447	19.541949302608	19.3978173007963	18.4553788929315	18.2932038594451	17.8904895651164	17.5644675694015	21.258755917933	21.361912725491	17.8741211480734	20.2399162581451	20.5658118310354	20.3636975865901	20.5421782754298	20.1725425642189	21.2487524257543	20.6111526151654	15.0407804408919	16.912147676503	15.6979007699313	18.9280979875943	19.89418577716	18.1832194282273	17.7319762370994	14.5279492944102	18.5284904756501	20.2587231065791	18.5257001043243	22.3490472806473	19.3159770463377	19.0689420171549	17.3735704777271	19.7848260380744	20.571169960817	18.8538588660493	19.7000987166364	20.5596033534584	19.0988738103505	16.6477793661835	21.5468122297672	19.5043952866114	20.8125172809988	18.1593373395654	19.5941096709141	17.5576810107874
sp|Q86YZ3|HORN_HUMAN	22.432806522168	22.5199533071365	23.1888880895039	22.5561216017833	22.7907876345368	23.0807888192631	22.2264825736878	22.5970961868536	22.3829485133513	22.0709868603052	23.6467464938472	24.5222043937975	24.0799524978419	23.5216853007219	24.0999037021118	22.8334614046608	23.4257008254159	24.5550760588892	24.208842252181	22.7811190478998	22.7061738457764	23.0796614853232	22.9601011009212	22.6107496191324	20.9243954616037	21.8677614824506	23.3608736212924	22.6694419498025	23.7793387624308	23.6905196115812	23.1748088085825	23.7100183748386	22.8197938591395	22.7616985931695	23.4413711958548	22.7420327173859	23.0997871415342	23.0108173893332	23.1912521334744	22.4698703274642	20.8106841989626	24.1606500338261	21.0309858268592	20.3196531747644	24.4960748808836	23.0558023069318	22.2196945724087	21.2533716101181	23.2553291875161	23.9598202765865	22.2705518410122	22.5366981481473	25.8199932171155	25.6403608243928	23.4149067571303	21.522397914957	21.7723334963786	23.7154019482634	21.6139185220079	22.1449651127569	20.8625161656264	21.946826382497	24.3893470715506	22.0163766828075	21.5911715642875	24.3150577399158	24.7988819383116	24.0064680108956	23.8076967196568	25.5895746001364	21.6125363484235	22.9265856492684	23.8394606167838	24.0977633438066	22.3903671009871	21.2987622064512	22.5893295888717	22.446159464437	26.1279432881131	20.7722854610422	22.9763537818018	22.8805279181566	22.9965567096535	23.564593148152	23.0570472501432	23.6300938780165	22.2108399849359	21.3599322594824	22.1502285896258	22.7220054231792	23.9945230454874	19.6610784190375	24.4118312013273
sp|Q8WWZ8|OIT3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.0126225449442	NA	NA	NA	NA	NA
sp|Q13103|SPP24_HUMAN	21.7327155011283	22.1747817972143	22.559594096914	22.6180077867888	22.2788616526373	22.8031665729733	23.0917919794306	22.8420993017254	23.0660788865197	23.8679259780637	23.2469040775527	22.8917117473986	22.0017106478262	22.6699997514897	23.0195341451972	23.1982789406041	22.9597305645035	22.0547626065342	23.4888069240602	22.7073439755463	22.3735283054909	23.221093182098	22.295534104158	23.4488993660084	21.782971164078	23.7632761004394	22.0215926129541	23.3660687876583	23.0644094924515	23.1318081279436	22.3454625894402	21.876419035045	22.4518738491467	22.657186389493	22.9810938156764	22.3084869849704	22.9870555977793	23.0230656387414	22.4328496145655	22.8987002817373	22.8546090983945	22.7429243349389	21.3600293084178	22.8877924041145	21.9045557204301	23.1305716380478	21.950608911327	23.3702333300353	22.571693392397	22.8296375191705	23.5583666836166	22.0218889505564	22.1009069320951	21.7214273112547	23.4689762615795	22.4442265510543	23.1875150604126	21.3641577178414	23.146310058967	22.424513597491	23.0333186082928	21.6113004373796	23.8491420113113	22.0272358624028	23.7312090721576	20.9015089255101	21.1530788870601	22.5683528514078	22.4368147687009	22.4742564820897	23.149651525423	22.0443385551855	22.9330906466339	21.9960415332383	23.071035083633	23.2112234393627	23.1385968272934	22.9685600723812	23.0912272228833	22.8727258827473	23.3529981441471	23.044146105834	22.287385619521	23.6833640699531	23.2155106759577	23.3003442748745	23.8353961743638	23.2522533010307	23.6196640524758	22.9536939461131	23.6742029031119	22.3146052936518	23.5470207188415
sp|P04180|LCAT_HUMAN	26.4585003576115	26.4648416490265	26.6137162417879	26.296429165827	26.6426578706078	26.7725885048905	26.9691985401226	26.760235277777	26.1941336298571	26.8751988213636	26.8438230446434	26.7638838365501	27.109036276065	26.5602110429745	26.6610243454558	26.951036109147	26.6605401864571	26.7486808391877	26.5227522757399	26.4796161390165	26.6342291677683	26.7046451331072	26.4929155992961	26.6442698277079	26.2510527581385	26.484868788647	26.5242791706375	27.0286031997795	27.0068324870254	26.6262011020105	26.2415260272089	26.8549318669026	26.5902468269867	26.8001090703872	26.8535123913522	26.7854880443496	27.3320787799851	26.1032022489432	26.8787072186829	26.5158024395584	27.057722624371	26.9279941676707	27.3564514179813	26.6990573766021	26.6318945779765	26.5698464084092	26.8653502760147	27.1075747553122	26.7430942073983	26.9937304574366	26.812844437158	26.9903668133582	26.9095233024636	26.9442926644835	27.1348555498751	26.9318439307194	26.6046745520822	26.8043428790134	26.7618207628722	26.6103014309418	27.6312715416112	26.5555036868413	27.0462795766942	26.6731459950543	26.6303879957765	26.5769168576675	26.9141605764956	26.402329288634	26.3661986961286	26.1581013959107	26.5944206380591	26.359893729605	27.3004247499549	26.5437788046617	26.4892731958502	26.7898949111219	26.8889182109883	25.9635771413646	26.2843657593711	26.6850139715051	26.4776437033511	26.5021494708538	26.5038968936863	25.8319000909359	26.5219178431025	26.2257178352692	26.2505155128594	25.8921608325607	26.5677241662332	26.235312826015	26.9129528067777	26.3777582848646	26.4063584539585
