Protein	Pool_01	Pool_02	Pool_03	Pool2_01	Pool_04	Pool_05	Pool_06	Y_1011	Y_1019	Y_1028	Y_1123	Y_1036	Y_1042	Y_1068	Y_1035	Y_1048	Y_1058	Y_1098	Y_1034	Y_1055	Y_1064	Y_1006	Y_1007	Y_1027	Y_1121	M_2044	M_1024B2	M_2107	M_2113	M_2095	M_3062	M_2112	M_2025	M_2066	M_2071	M_3020	M_3099	M_5080	M_1026B2	M_2094	M_5050	M_1002B2	M_1016B2	O_4041	O_1004B2	O_1006B2	O_4017	O_4031	O_4032	O_4033	O_5085	O_5102	O_4024	O_4093	O_5079	O_1008B2	O_1028B2	O_4127	O_5040	O_5119	O_4129	O_5015	O_5047	O_5070	O_5082	VO_6115	VO_1012B2	VO_6111	VO_1001B2	VO_1015B2	VO_7057	VO_1009B2	VO_1023B2	VO_1025B2	C_7078	C_7092	C_7128	C_7076	C_7106	C_1003B2	C_7081	C_7116	C_7126	C_7130	C_8039	C_7023	C_7030	C_7067	C_7125	C_9038	C_1005B2	C_6108	C_1027B2
sp|P01700|LV147_HUMAN	29.9725548129374	29.7990333368177	30.0489097493553	29.492732133497	29.9771247701202	30.0134205224366	29.9772765594765	30.0278207555614	29.9278042146524	30.1458475237194	29.1525322340165	29.9357171553804	29.0855122466353	30.3709521923823	30.1712100064708	29.8374021223919	29.4122521374564	29.2732267078443	30.6854748087273	29.6125830756714	30.045510610804	30.0601016227392	29.7083678543635	30.1494416429456	29.8870442009417	30.2636956671921	30.0175817619531	28.5608947004118	29.896914914862	29.5768065957281	30.1098835402743	29.3838336639743	29.9112037647412	29.2596368216651	29.9519235687955	30.095345736815	29.4748257383607	29.3239824702725	30.1610824826389	29.4886211977613	29.3436333881323	29.5714129121469	29.7204544897293	29.5964323800425	29.6385815166045	29.4459912999299	31.3921662956484	29.6785206407951	29.4445556950313	29.6552760542536	29.7009533806459	29.2283123704265	30.1838884921738	29.3316746856567	27.782869945189	28.9604816997991	30.0236739688798	30.194069185199	29.3825198284047	29.8982781282665	28.8042017635785	29.7245133286071	28.9646141195093	28.9267273045533	30.1446979354324	31.739735065593	30.986002923854	29.8708988018076	29.8950147670289	29.8423510456796	30.5789415992587	30.418512441882	30.1124139146929	30.9029294517595	29.301937500184	28.5635389096155	29.780589451108	30.1604427112402	28.1330362436831	29.4573404243061	30.5223243648756	29.5227523757026	29.9488573424328	29.1864962458685	29.706492137432	29.3159812591473	29.1118430982958	30.6613410953518	30.2496468715731	29.419364380062	30.2320822044223	29.975902616721	29.0124625808662
sp|P04075|ALDOA_HUMAN	21.6743710800212	21.6480325889629	21.4731466688468	21.4133523081558	21.5501967594048	21.4685759255167	21.9426636422491	23.9148646203125	21.5346840493561	21.2096845066651	22.0858706235675	21.7350253668704	20.9771001636702	21.9646685756871	23.0369971679914	21.0201174615568	21.5788900644317	20.9117719558692	21.2043738728846	22.1861440972628	22.0992775556498	22.5875273712503	21.6231087941733	21.6308393475746	22.3650168232084	21.2669988981851	21.4264005013108	21.4133058270073	21.2992453882445	21.3801359654601	21.4687001444433	20.7188984169833	22.8875646250613	21.7392608746362	21.44298027036	22.1731655306062	21.2255173437025	22.30048398673	21.6833355931485	20.598542532182	21.3731512343057	22.2037369882893	23.6098473687097	21.0154304110153	21.763918726191	23.8663766680503	21.3614710695766	21.4319295606794	21.4840458339127	21.3626592865586	21.5978988934957	22.6933655055971	21.6437785676649	21.4523390150183	22.0030488971405	22.5080061505342	21.0837302705287	21.6663199823054	21.0640898679691	21.2759051633245	22.0357904056096	21.6291767491696	21.3103854241741	21.7119118686747	20.8660240407132	21.7379361524204	22.7231532344162	21.5523525851984	21.7805315335624	21.9706374964607	20.5324115892885	22.5865084354505	23.0514327089055	23.0589238208158	21.587553693714	21.148621666125	22.7161273631818	20.7345101906753	21.6021913951519	21.128895138256	20.8276551164095	21.46013392936	21.5038003065695	22.3546357021531	21.8783424045262	21.4233887042872	20.9358960152078	21.3589397282994	22.1131056189564	21.2568944885781	21.608394612184	19.4685375810379	25.3728814032607
sp|P05155|IC1_HUMAN	33.5059214101153	33.4480814921347	33.455211639977	33.2111632202161	33.4959513587929	33.392297008357	33.5034596461194	33.1392933525733	33.1526829625609	32.7446602203889	33.1236284669436	33.5427862054735	33.3726456054101	33.0413208742671	33.5464126399902	33.2743050570831	32.9208516261664	33.1744686739391	33.1848464473999	33.3382918689722	33.3302786608182	33.4209902167614	33.2848398588563	33.5383367224367	33.1177634363427	33.2259700649334	32.9488231278686	33.0743787813	33.5356124898358	33.4214051174697	33.0848105269839	33.3861304250167	33.0814708103268	33.1748038658095	33.3979415424105	33.1375127015017	33.0138011934681	33.3146297637569	33.3176962509103	33.4738028912395	33.3445622299032	33.2652147372635	33.3218770209146	33.2589766134243	33.4662570910066	33.4028323156451	33.1178656749462	33.752890658132	33.1319375162395	33.4748644484543	33.6878986674563	33.7231149874333	33.2950650657046	33.3401892362043	33.7742670903984	33.7879007597978	33.1920032587196	33.298194175858	33.3658961952151	33.5012558286578	33.8583327699432	33.287522760754	33.2966601247743	33.2629350537935	33.162750385385	33.2768727984141	33.8378448918248	32.9640469951093	33.1720980240992	33.0119807808913	33.4389289213176	33.348360843157	33.629517273633	33.4236553436863	33.456936682993	33.4733601026677	33.4502313978477	33.313751876917	33.3136776495947	34.1156714988414	33.4539374901632	33.1169875641457	33.1605577229508	32.7857008597	33.3957327699098	33.5226663418339	33.5114776438407	33.0812824485961	33.2388060484317	33.4344812773489	33.4293450427805	33.4376123182855	33.2896612302204
sp|A0A0J9YX35|HV64D_HUMAN	24.956385711343	24.9391216140058	24.7063452139451	25.0644611720831	24.8918943088706	24.9288587731941	24.6826706862978	24.1472631541691	25.2112243374179	25.2448212138642	24.7173399427506	25.7041705200497	25.1330520642912	25.122638943606	23.8459015722396	24.7014302949271	24.7049295924751	25.1037301912648	26.1226684870962	25.0117118967243	24.3687706193076	25.6040748759241	24.5380476268086	25.5716951032821	26.2294546281845	25.1485306954432	24.7099072551267	24.1113967184967	25.3116808712127	24.6772004620423	25.2875627886295	24.7723261985531	24.6711633597524	25.3712359811686	25.2365712403991	23.6674250142983	24.8113389925977	25.2129237330027	24.6259217138269	24.766182364027	23.734601587875	24.9714781505825	25.46530037743	25.0909630988046	24.7128415144124	25.0059860790559	25.5737314741083	24.3495196298115	23.8754056475992	24.3839746186291	24.9748079300192	25.2999112753041	25.4747216199375	24.4011783719495	23.3415218118454	25.2430658770918	24.9788719449233	25.1875920893458	25.2628482632786	25.5970892992854	24.1256700517421	25.1701901870815	23.6850754091791	23.9617854569034	25.0917233183036	24.3637622103242	23.0487576498487	25.3483541676557	25.2187451448424	24.4527872131331	24.7835355330618	25.077797528371	24.5006761281219	25.0464370922871	25.5485648217842	24.6695006535798	24.2214858166545	25.6649920238897	25.8983516789021	25.2862614458844	25.4770263199136	22.5383568130885	24.2499957050752	25.4789859649013	24.4346644020009	25.6184564776485	25.2523336706543	25.1104002459443	24.6213225709587	25.8386075151946	24.2319838399732	24.7395864167733	24.8546083809657
sp|P05546|HEP2_HUMAN	31.0973553537621	31.0348015248392	31.0843304857836	31.0994656096933	30.9849441177005	30.991639427059	30.9089439110692	31.3016535286101	31.4129578702134	31.1361377647596	31.0450483941625	30.954480203457	31.1871475902644	30.6580663215146	31.134625111697	30.8115740901925	30.9595836441192	30.7558921083408	30.5888446104823	30.7739909047304	30.9311420577351	30.9967994279156	31.3605825751078	30.7799355600172	30.8940873892727	30.9803398669119	31.3442584990347	31.2640631359784	31.2105809433147	31.1954434705473	31.4204566746662	30.8511594969815	31.2351680818816	31.0542825688209	30.9070204915574	31.5824100950732	31.346689082186	31.0087516063596	31.5280288867073	31.5779437744625	30.9841633163673	31.3251488884743	30.902189205523	31.607389081979	31.3824335579281	31.340378029543	31.0049260842256	31.2509021855856	31.1211469510786	31.3185125344044	31.4447344549591	31.2161532699464	30.7231094140766	31.14443809598	31.3541637545603	30.7955304286027	30.9734370746878	31.3563259736748	31.0894029192758	31.0776933771862	30.8540736356639	30.9269534022466	31.1971462023703	30.9009432421201	31.340904775432	30.6825912744274	30.7709200333494	31.2488778650923	30.9704750718143	30.7719653912639	30.8264572917739	31.1607656274438	31.0903163187368	30.0382299384724	31.0255504249273	31.3285041272729	31.2036501751355	30.8802169907112	31.1244652178186	30.562667459296	30.5238338328348	31.1918223333301	31.3577003127725	30.3275952627652	31.2683247694616	31.0995335443855	31.0986609462459	31.0488966696576	31.0833167250979	31.2366492407166	30.9102557501559	30.9924833918474	31.001957257386
sp|P02747|C1QC_HUMAN	30.9281068210685	30.9139114084991	30.8871036247068	30.8258589922778	30.8756795123743	30.8516959503205	30.8237456941903	30.9776085256699	31.1399529121562	30.8291059641781	30.85749571048	30.7453788720759	30.6569003795883	30.8985698148304	30.5634247053142	30.5040403687707	30.7987531327678	30.6003043906314	31.0419559324683	30.989676989334	31.1011196494763	30.5397519505158	30.9490517177819	30.4774683297239	30.9225365409508	31.1046353284521	30.9585731131949	30.9782700464601	30.9580936134035	30.8382696574203	30.8824806030348	30.7188947197834	30.8929147067096	30.8171150270555	30.4532624744626	30.706394188981	31.0514646492901	30.9719796843789	31.0093188216721	30.906019271894	31.2752086278776	31.1169435855284	30.8203580377808	30.6698552321094	30.9917955088134	30.7729858152989	30.784567176532	31.0758303495484	30.8792264269076	30.7808190827285	30.5599878266802	30.5939019093598	30.8310983044819	30.6973637350775	30.7490462667942	30.8005305136191	30.9317577910136	30.6864150263654	31.0229391215167	30.6780507236275	30.9573500230604	30.8824338942788	30.8093804845706	30.5808821967768	30.7710063954376	30.3509709027602	31.0715021744797	30.6707282818884	30.9723392652035	31.2513365770977	31.0480774521522	31.0656847084878	30.2867367110891	30.6830400575971	30.9122743867588	30.8536515247234	31.2131856485725	30.9765420678447	31.4819250244974	31.1924469573572	30.877221818567	30.8567254106576	31.3244643112133	30.8931731882983	31.0539730910204	31.3280064262412	30.9134773986299	30.6852434774867	31.0039681462503	31.3416239525172	31.1089993700002	30.7188143164169	31.0430844450579
sp|P51884|LUM_HUMAN	29.758895099442	29.7638526665941	29.7176515309032	29.286821708682	29.8787875230893	29.8419939545096	29.9614605033119	28.7971944292374	28.9422163596756	28.6918830343804	29.2601559498531	29.718404672283	29.0202213090787	29.0478210025778	29.2892307095955	29.1681634551808	28.5916511727839	29.1676839625073	29.0705154287447	29.1950556735545	29.0030626295732	29.3303328561822	29.3555474752946	29.531576226027	29.1447309946505	29.5028973159936	28.7793661465361	29.1874041868987	29.3703810089848	29.6207192801088	28.7481668905166	29.3916973423376	29.9574990904749	29.2401614237342	29.1589235223338	29.304239409596	29.1373206779892	30.1638109970506	29.0001916041724	29.390828826146	29.5317008741295	29.2129934188584	29.4674397383539	29.3205349148384	29.4625643704179	29.4805731134914	29.9125964054615	29.9026443953867	28.9977197381087	29.814319996074	30.1110446546267	29.3875311428963	30.3054138839149	29.8646164316654	30.2770807831413	29.8449691224444	28.9295661564387	29.1405107023042	29.2713623572502	29.8983486731178	30.3737832138779	28.8186571887652	28.7603148341732	29.1563242141998	29.497667124308	29.6481976839848	29.5881447050692	29.682204792077	29.3919592626983	29.8066240753236	30.30550224581	29.2141171726074	29.9978186321556	30.2021184038742	30.3192707974766	29.6135361914115	29.9141942089683	29.9736126898513	29.8962833321759	31.0538031208994	30.3935258638339	29.5378064161572	29.1782236854114	29.4709756269417	30.2377524866006	29.6578230284591	29.5156458069566	29.2158802008483	29.7882759109861	29.953703364164	30.1783507113545	30.2687748723313	29.7565043717057
sp|Q13093|PAFA_HUMAN	20.1115162479493	20.4421434455409	20.3317014006774	19.9724378052405	20.2927935794372	19.8201525318002	20.2320275398524	20.7897815235951	20.4498568351078	20.0653124618747	21.5088837713879	20.7741625122954	20.4330237811581	20.8077707160132	19.7757013247239	20.2808522357994	20.3229417041004	20.934370134088	21.152431891342	20.4436986991399	21.1537981969845	19.9707015382984	20.9593340815532	20.3191332646711	21.2967529023856	21.1455375059202	21.4140415853054	21.8327622487494	20.7506340275009	21.1509636563415	21.5618686950706	20.5730526715455	19.8451379643758	20.575464120927	18.4956061657986	18.6894933288915	21.4837917711594	19.865148653218	20.300388549797	21.2553052763092	21.1158203384894	20.6412568664031	20.3603237900981	20.4069480604463	21.3830782918655	20.0381675715364	20.9468775265226	21.2593190270674	20.0772698431136	21.0355714589477	20.8962671957408	20.811642646345	20.1667549253168	21.0685486033947	20.1085363989308	20.0196477528586	21.3283403679313	19.9549629240606	20.5497226882036	20.7933334820866	21.2561988260024	21.2940844173567	22.0145555963641	20.5341129909919	20.4536955485547	18.4795657248562	20.3508657508449	21.0512576070015	20.9592763560869	20.7993130317607	21.2649888198799	18.2152689201228	17.3156330218508	19.5755160009807	20.3423777964405	19.4273932656661	20.4555522865397	20.8711419713133	21.564102801177	20.1789434151377	21.3009458543427	21.2035212954585	20.5491472391399	20.4516358369273	20.9593248230901	20.5520783571651	20.2611186277601	21.2542156373682	20.8521740984778	21.4244755085837	19.7843469865304	20.0239750522745	20.7995362429373
"sp|P01597|KV139_HUMAN;sp|P04432|KVD39_HUMAN"	24.2181989444829	24.2475784267902	24.058873779415	24.3964377561831	24.0278412038973	23.9380523162733	23.865712889734	24.3302141718542	24.8091560432763	24.2834592243865	24.1236836627198	24.4189063245179	24.3097241761852	24.2060012258064	25.4622378823972	23.9961602700441	23.4843912998665	23.57518463268	24.961714117654	24.3706968021509	24.6975219755007	25.7040777121816	24.0717966179276	24.4943482936598	25.1914935595857	25.1925609017144	23.593576738408	23.408089264183	24.1460280021137	23.6194228692539	23.3872205374837	22.9984246864133	23.7508441933146	23.5269737055466	22.1857405974293	21.5039749580056	23.9599313972974	23.983086746453	24.589553253329	23.9030915620853	24.4842762178472	23.2059995810987	24.3125620632273	23.3279006212355	23.9908953164562	24.5937209120869	24.6745312506996	24.9340264771544	25.1363511235558	24.0453230943449	23.6452183678699	24.1847630056948	24.226245612825	24.1520423984109	22.8639635144624	23.4636104435938	24.3985750842081	24.3709352411178	24.374530865105	24.2860319698862	23.7859849553852	23.5309084501354	23.4845034814844	23.5393885494454	24.9067767953733	22.8528335176053	25.6357870905155	23.841878797905	24.0254725153332	24.304615380338	24.7398737345007	22.3892465027161	22.467416128204	25.2989004779008	24.0941911195244	23.4666438749819	22.704333504344	24.8734324445674	24.0169429607227	23.7887197426922	25.2861817817565	24.5827448137244	24.0299882012587	25.474385819266	24.5505986640654	24.1226450642466	25.326281133982	23.7184103757632	23.8656315978411	25.5139658806393	22.963884714382	24.2800799866563	23.8455307174902
sp|Q14118|DAG1_HUMAN	21.5780669111339	21.5904668073683	21.6839368145545	20.2646087530185	21.7289304775622	21.4782369108923	21.2476844769581	20.5166479610342	20.6322520499021	20.6494318876865	20.6073917520414	21.24518870918	21.71734731321	21.1989031727064	20.5307293662019	20.6149652185078	20.1709263036867	20.9991683587554	19.5412739391868	20.8580774084869	21.2658761573903	19.9419997991548	20.5306251510827	19.6791173523691	20.6760351916691	20.0370936531034	20.6155303558317	20.3646129094696	20.7006017934616	21.1166500200731	22.735591578475	21.8177222349961	20.6600018913308	20.7997402341757	21.9064551852527	21.3543352266464	20.0826280870914	21.803409226013	19.9563173714216	20.8568088458688	20.5125796372936	21.1439533808202	19.1351141078843	21.1784460321115	20.7745131643372	20.4497875297151	21.9449022914259	21.2731140442296	20.5753526491048	20.6010992166981	17.2575848202183	21.1338795250475	21.2670934643269	21.0600426977846	21.2043694761105	21.1723890010657	21.0156766131458	19.6390149488262	20.3139281438099	21.7811500756591	20.4539668820177	21.244972372744	20.6471505403818	21.6959556000939	20.7679899744021	20.8920096389553	21.8472018638044	22.360290392038	21.4986867181604	21.2927139585907	22.8488746600114	22.2558410835698	22.1706486476574	20.5665262465386	21.8287172256	20.8936405226128	21.0048867962102	21.5877934631793	21.5517666355873	22.0641616229062	21.364362077085	22.3999303985202	21.8200091102517	21.4766476411394	22.0112791410864	22.7938583569446	21.8281875223236	21.9062292930361	21.8334271387921	21.2269720263234	23.1254800574179	22.4775334072893	21.265130065901
sp|O00187|MASP2_HUMAN	24.2074756535789	24.3020006364524	24.2379721017243	24.1286940579957	23.9892080284493	24.4097113301399	24.6395224307238	24.6096369658057	24.3353343680615	25.2605064553628	23.8994291467069	23.6591506270551	24.7807071320787	23.4356903352797	23.7688699453941	24.3409506725359	24.2336580304737	24.8070499683229	23.5680197636667	23.9750248997216	25.1234778361013	23.3830276950997	24.5535366923408	24.0092463138044	23.8927859110141	24.2359274125921	24.421366075931	24.7503702518818	25.0130027015286	24.6476617538379	23.6270102413099	24.4322915267245	24.517454548692	24.9373722495655	24.0801078881834	24.2555452330378	25.1000770726744	24.9377449081293	24.086746945261	24.7033297536257	24.4634230322578	24.8484371881226	24.3902522181465	24.7266237537305	24.8238089390803	24.8826873440877	24.1486493195006	24.5063366441211	23.7657797954236	24.0219850268106	24.5396693994183	23.4284293341999	24.1604475532972	24.781700673996	24.9249164091086	24.8733548931143	25.4208512302468	24.0771200521835	24.5912445119127	24.6044252827462	25.0446834702721	24.5205503838202	24.9186826187395	24.5036970752452	24.8339272849588	23.6950482373916	25.3632856655619	24.4466046985755	23.2556887657522	24.5169325794782	25.0840827691109	23.950008794077	23.5495647296144	23.6372378208122	24.8973207662976	25.1670639584168	25.1091164760042	24.7687056115445	25.2042177885705	24.7171699923746	24.3549870896667	25.4206030972866	25.255753118726	24.2146583399437	24.553110485518	23.9219836998465	24.4141097115726	24.6500441284073	24.2752596802416	24.9999829842436	25.735218082618	24.2103672133628	25.1019918802764
sp|P19823|ITIH2_HUMAN	33.5739989338669	33.54701508053	33.5487920405536	33.7289818923109	33.5172379690157	33.471403626515	33.436319100543	33.529694422139	33.8566431131311	33.5685700806474	33.7634948718	33.5161478918148	33.8705064527024	33.8080138457933	33.3258385667532	33.6963127140473	33.7757144335864	33.7833285760629	33.9277796814589	33.6164580605732	33.8983027228564	33.5605782916925	33.59606973158	33.5557928402142	33.7141871634217	33.6335656107412	33.6568238520871	33.9423785849419	33.6550013622381	33.8503762231433	33.9812880877371	33.702629929805	33.6093150374945	33.7290615794046	33.6964854523941	34.0596159828641	33.9449098931098	33.6433536785329	33.6391464297009	33.7840933578585	33.7133439731133	33.8293079964387	33.2869393319646	33.7885001154866	33.733859484878	33.2535734706322	33.6238681544154	33.772415873582	34.0297193764974	33.7494728133971	33.8782101406606	33.7404594491094	33.2788332486646	33.5233476274156	33.7996241405453	33.6720895621569	33.8395969848603	33.953717754538	33.8894265452793	33.4835394001875	33.6508301537193	33.4237605711365	33.7933207366221	33.7481075504648	33.7049062853547	33.2158152428405	32.5997829830641	33.7371829437465	33.6916845640348	33.7689952630083	33.4292788415122	33.7829840558949	33.2593305856438	33.1480192790219	33.5411745546849	33.7256154893482	34.1305920868787	32.9929859540124	33.7055066809018	32.6595227273311	33.2857664304551	33.6531668678655	33.9973837573416	33.5908181938251	33.6523338819376	33.5191172638597	33.6910369060932	33.40665844718	33.5860503882308	33.5440191088307	33.6653327921737	33.476226785853	33.6641476396471
sp|P61626|LYSC_HUMAN	27.4584388317763	27.5690371671175	27.4248762975006	26.544554384864	27.5841842051196	27.4433915227352	27.4390257190855	26.951963003497	26.8394195814512	26.2365114958159	26.5419328841714	26.6144704634735	26.7692871847719	26.7707431555298	28.805403079795	26.795494599517	26.1731825741431	26.1222947858343	26.0959145320774	26.3401408317684	26.8277243588473	26.4359289895733	27.0103725725805	26.1713999432599	25.9103678303787	26.5512944467747	26.5014813640339	26.029766417358	25.4448049648069	27.5264658597023	26.3498861889498	26.8214465350435	26.6660788920675	27.062878395282	26.9945686544023	26.9403312512054	26.5762671225915	27.3153974190711	26.716827282096	26.7288912811456	26.9914860394925	25.8882323583775	25.7302793689761	27.2369059195255	27.1483611724336	27.1912151998532	27.202604873018	26.7421036822131	26.202237150634	26.3776010023921	26.6441774902429	26.7618454817753	27.0918952606466	27.1430991853571	27.0959967668239	26.7482302042453	26.9596662571798	26.2525063681392	26.4896614347703	27.0895600242933	26.6928393052883	26.3898943237591	26.7261873661344	27.6256024540559	26.9303628766886	27.4370200510598	28.2849114821866	26.320682663343	27.1216281911089	26.7469678513399	29.0162153625575	28.2566425057229	28.4454280214235	27.2051692969558	27.405134993837	26.5361856088331	27.2782585041972	27.0771660689596	27.5227429511093	29.6188849249635	27.7351145238665	28.4556458287276	28.3151871012404	27.7060084625752	27.6679569327282	28.0139458718197	26.7714727281116	27.8750982398164	27.5126623901493	27.1175493731195	28.2481366017237	27.8917664055749	28.3719152385056
sp|Q99969|RARR2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6667268767246	NA	17.2159524370106	NA	NA	NA	13.453649502076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|A0A075B6K2|LV312_HUMAN	20.6060674966095	20.3920794159802	20.9030446731554	NA	20.8882527784926	20.6599746653862	NA	18.7458930637422	NA	20.7504724030658	19.8742809686605	20.7116248557777	18.9122246800359	18.4821232760829	NA	20.1628825634664	NA	17.8516865356349	18.7056905014059	19.8888314660145	NA	19.4799283679398	NA	NA	21.8407268031447	NA	18.0858592187535	NA	NA	NA	20.1423683523287	NA	20.4246006449788	19.4715972839364	15.9498323845281	NA	18.3950004783365	18.6356234438616	21.5416730744397	20.8020195914211	NA	21.1336067335097	NA	NA	18.8022383548402	20.8449432557625	20.7761544892245	18.5298977558467	16.6835372494038	20.9744318561245	19.4302884681897	18.2293539189688	19.1596536829124	20.7573384758025	NA	18.1792081904485	20.0448178686822	NA	NA	18.3139498464855	19.0207959122005	NA	NA	NA	NA	NA	NA	20.161377622332	NA	NA	21.2971556523974	16.9839664987359	NA	18.1353945938916	NA	NA	NA	19.6274072565158	NA	23.1366456033394	19.054939603499	19.4747794583219	15.0971105500161	NA	NA	22.1787289519727	17.9679894769433	19.7269441763374	19.9234341104631	19.2091118298954	19.060385938428	15.3524499563736	17.6161479297434
sp|P49747|COMP_HUMAN	23.3555815070283	23.6253958049706	23.1294995306028	23.3640223013391	23.3122129231993	23.024401485042	23.0652130738361	22.3253827625417	21.6176419229232	21.6584236302089	22.6952641317595	22.1914391141499	22.5366272975321	23.1686464642701	21.4395104463376	22.2694163219298	22.7913026921249	21.7338123111486	22.5486961653535	22.6916776474152	22.7233402015836	21.8917259218991	22.125633845427	23.0772463902551	23.0364574137711	23.0972415163433	23.1797083916721	23.0637238271487	22.589176542413	22.458763798541	22.7675956044626	23.5026941220251	23.378751001877	22.6229434573417	23.3968507794559	23.5502761787003	22.80760721849	23.7216529743971	22.3688279918815	22.3896623129314	22.9613158335155	23.2094800004825	22.8140680818381	22.8532049408671	22.4328889189829	22.7093044822459	22.5091855358757	22.5182379537838	23.2064150342746	22.2459805610238	24.0438052089186	22.9492521879061	23.5790406814575	22.9224059011448	23.2272491559575	22.8956092273777	22.2080366168746	21.9683626505808	23.0351214673656	22.6185277577697	22.003570058328	23.1387863472896	22.5198186105446	23.0499273892314	22.5101061828555	23.3978320146522	22.2886966621884	24.1996911116965	23.7752974458553	23.321020662115	23.3080963293766	23.3840411466591	22.0303172542965	21.8958959035434	23.8301202628068	23.8740244901452	23.1388793611371	22.7493982401691	23.2628762183146	22.3140086783569	23.2523849094098	23.667321516895	23.2186877749854	23.2505793930569	23.0085119621444	24.3450881107078	22.7298015419852	23.1721979755395	23.1181705897082	22.971409552154	23.559261483567	23.906911315543	21.6740669876645
sp|P05090|APOD_HUMAN	28.3678067021551	28.2384464636607	28.2881123318076	28.113663923797	28.3964397463667	28.2852305398023	28.2014880607944	28.1087441320334	28.5708382828312	28.1555715335415	28.2835922442726	28.3938319490127	28.3426421516052	28.6589291615445	28.5200469703845	28.7379151490164	28.246930812297	28.4477796451234	28.1803531926348	28.4472683606156	28.0355891832685	28.1361045768196	27.1609601994138	28.9411824993489	28.2831410687557	27.8500238326657	28.023464376186	28.9768571756997	27.7755919225635	28.184444939436	28.394475983947	28.1004373418309	27.750736018143	28.4634444427872	28.7753099479395	28.5054520489676	28.3815034930939	28.3285142109978	27.8806652791917	28.4639276209963	27.7895551735085	27.9159930324347	28.2655758372674	27.8852019645238	27.428409686783	27.7679643946984	28.8440298840537	27.5654903372199	27.7780380634431	28.3976380927949	28.754103956949	28.4560535333785	27.2844472611542	28.4893311151353	28.4547517695095	28.7717208252804	27.9839779591967	27.4422518661911	28.089651862928	28.7654438217861	28.2603082614166	28.2482545941897	28.1997256734202	28.4475123406509	26.7994029756113	28.2298069734476	27.8313074710835	28.3513727852673	28.3214055903293	28.2097590148784	28.7324719375787	28.0158021676991	29.0885352197069	28.9079216101215	28.7526100633122	28.0025607215191	28.2655242855988	28.2084350910765	28.9459489560062	28.4207726747569	28.1606525268291	28.9987313666611	27.6243388363633	28.4353600554784	27.9512667859446	28.173397300921	28.372945693698	28.7939308991019	28.5662528886924	27.4715818628305	28.1706983497832	28.4299506469854	28.3579196362244
sp|P01031|CO5_HUMAN	30.983373119597	31.0749975772642	31.0641116162288	31.2230395414366	31.0921838686185	31.0214659345057	31.0300070597287	31.0229496564321	31.006202690341	30.9371070166326	30.9684437768827	30.830766711599	31.0425560812201	31.0137093646502	31.1706738414904	30.9515271691101	30.7470306587391	30.6356494322452	31.0266186510834	30.6935739906314	31.0306204198721	30.7934534385099	31.3119251655508	30.9013144281531	30.9423343858511	30.9240981918295	31.0473501355158	31.2681667770957	31.0627588219302	31.2619674125032	31.3743465710344	31.2158399210814	31.1678301836745	31.2456200601257	31.4556026343872	31.6036820446054	31.1758732049587	31.3572316224309	31.225077789462	31.2888453383243	31.2083977695206	31.2308358454057	30.8766760940668	31.2509582529929	31.3276063852883	31.3659406843614	31.1001096378245	31.4585781211172	31.6446432314204	31.4024752372231	31.1870318727234	31.0487129097039	30.7792068090714	30.9393725276798	31.5813899820306	30.846177927931	31.2074809450163	31.0764828957891	31.2312354865139	30.7610029793869	30.5266459518522	31.345713674349	31.2138090574342	31.0989464261492	31.2984999914883	31.322827493928	30.7327750310675	31.2142408365654	31.1498280590359	31.1437341050734	31.34763401642	30.843626290929	30.51224688106	30.7497438360911	31.2056091534264	31.2461815017285	31.4057251428045	31.1707861982831	31.3758917257688	31.053815965375	30.8092686712492	31.5709366214757	31.493337792299	31.3615934743881	31.1881492325901	31.2027570668046	31.6277674695102	31.2603531397678	30.9748161368973	31.4087499259704	31.0194044186238	31.0421353297649	31.2661692322627
